,Ecosystem,Season,Time,Year_x,H_mean,LE_mean,Rn_mean,PVeff_x,PVe_mean,Sin_x,Sout_x,Lin_x,Lout_x,Year_y,H_sd,LE_sd,Rn_sd,PVeff_y,PVe_sd,Sin_y,Sout_y,Lin_y,Lout_y
21,Desert background,Autumn,10:30,2018.0,122.9407,35.973587,287.40164,0.058,0.0,699.53406,275.03638,384.5977,521.6937,0.0,24.376753387187144,11.148918801831432,49.71456460519313,0.0,0.0,56.40576193565841,20.291850327225784,6.909959985727504,9.396675843957425
22,Desert background,Autumn,11:00,2018.0,147.50447,30.697987,315.16928,0.058,0.0,750.2342,291.83286,387.0406,530.2726,0.0,39.194430031781124,9.828050653863437,40.37093667990941,0.0,0.0,35.54585677908468,8.470949721109545,8.108375118869263,10.340433242681508
23,Desert background,Autumn,11:30,2018.0,167.50188,34.899727,312.48163,0.058,0.0,746.8947,287.2739,388.07343,535.2126,0.0,35.09870317426845,14.26797886815381,36.48634082612784,0.0,0.0,42.85711507334582,15.572598640438104,6.751473388159629,10.854083490160587
24,Desert background,Autumn,12:00,2018.0,165.48401,27.925728,301.1031,0.058,0.0,725.66003,276.42072,390.97333,539.1096,0.0,17.461827603850022,13.428373901151648,21.54231269633018,0.0,0.0,24.27171167158955,7.310250386958347,7.971168035716214,10.940041494217216
25,Desert background,Autumn,12:30,2018.0,148.2165,23.414083,290.69696,0.058,0.0,701.6367,266.67715,391.3239,535.58655,0.0,21.553005511364773,7.419698286278181,23.67824973317824,0.0,0.0,43.315324705399384,17.656700058239316,7.464059672410772,5.814200294991309
26,Desert background,Autumn,13:00,2018.0,157.85884,34.5988,259.64716,0.058,0.0,643.7157,245.03372,394.2994,533.3342,0.0,20.949292672493982,22.045705535828613,34.3655005636568,0.0,0.0,59.88044118518864,23.479021290029156,10.614189480328038,7.776995175936625
27,Desert background,Autumn,13:30,2018.0,143.257,18.960587,208.85567,0.058,0.0,550.2676,209.42,395.5379,527.5298,0.0,29.214549430564873,8.50344501132909,23.75138273683556,0.0,0.0,47.595066281145755,17.230089995514376,10.367048436032478,5.44625372436167
28,Desert background,Autumn,14:00,2018.0,130.40962,25.827318,196.55986,0.058,0.0,512.16296,187.16562,392.8945,521.332,0.0,16.627887448295198,11.727253655684336,64.99094685596017,0.0,0.0,77.02472856357018,14.79191284865856,10.430860400872799,6.076297595838499
29,Desert background,Autumn,14:30,2018.0,118.13704,24.99376,156.10547,0.058,0.0,433.0357,155.22424,393.0314,514.73737,0.0,16.717822591949044,15.181335083581512,70.55370598580774,0.0,0.0,74.39673089223102,10.847274153062646,10.912238786853878,6.393471518808206
30,Desert background,Autumn,15:00,2018.0,95.19016,27.052755,96.1615,0.058,0.0,324.35785,114.60548,393.73718,507.32806,0.0,20.788380388378908,27.13569046482711,72.62068027051113,0.0,0.0,84.7988346061803,11.706166546008243,12.679989785791184,5.6295697004610386
31,Desert background,Autumn,15:30,2018.0,69.42294,11.879961,3.9723663,0.058,0.0,163.94415,60.80892,396.61118,495.77405,0.0,20.387016850711476,11.273733727279653,27.114123119175634,0.0,0.0,58.951435650820564,21.685164974583728,15.778806783207932,4.466938998441385
32,Desert background,Autumn,16:00,2018.0,44.597702,2.1613472,-31.667591,0.058,0.0,90.62705,32.921337,398.3586,487.7319,0.0,22.232049827483028,6.7938789813356,13.428602846630342,0.0,0.0,24.93321265186459,7.771216411758482,16.91067773424084,5.664228670326457
33,Desert background,Autumn,16:30,2018.0,20.319164,4.016416,-65.99277,0.058,0.0,23.716188,9.175544,398.61847,479.15186,0.0,24.229719261630187,4.062444445343641,15.695326852709144,0.0,0.0,10.546557510065277,4.439199750317996,17.18885245278833,6.84902281885354
34,Desert background,Autumn,17:00,2018.0,1.9674702,0.05407278,-77.19395,0.058,0.0,1.0688883,0.7589894,394.43393,471.93777,0.0,13.410953482043585,6.92776971667608,9.053196068263773,0.0,0.0,0.8899982417838419,0.6066589267569779,13.183495524769652,7.2946112861499
35,Desert background,Autumn,17:30,2018.0,8.640978,7.789866,-76.210266,0.058,0.0,0.0001169605,0.034345374,390.58276,466.7588,0.0,49.72143231116917,18.995173518847558,8.123225798330683,0.0,0.0,0.000330814256536317,0.09714338604894092,8.898446688515126,8.318318198318861
36,Desert background,Autumn,18:00,2018.0,-6.194244,6.0581617,-73.378395,0.058,0.0,0.0,0.041561626,391.37225,464.70908,0.0,12.637742792065865,19.572456894107187,12.571417800843554,0.0,0.0,0.0,0.11755403003812988,11.069653410171778,7.278807749206595
37,Desert background,Autumn,18:30,2018.0,-16.274452,0.18158302,-70.5967,0.058,0.0,0.0,0.05058875,392.587,463.13312,0.0,13.197057932624205,2.298144339146648,11.466069754686194,0.0,0.0,0.0,0.14308659086602946,12.618736881250392,7.619076830068467
38,Desert background,Autumn,19:00,2018.0,-15.3683195,-0.684631,-72.65565,0.058,0.0,0.0,0.004700886,386.966,459.61694,0.0,13.956735989565122,1.2647369715657983,10.283735410666447,0.0,0.0,0.0,0.008970838012649546,8.88685638454397,7.13213584561587
39,Desert background,Autumn,19:30,2018.0,-12.80085,1.9141394,-72.10347,0.058,0.0,8.1607875e-05,0.020630859,382.96738,455.0503,0.0,16.77550086648007,11.099210682095558,7.923471866255582,0.0,0.0,0.0002308219285790464,0.05073900145925526,9.108588253360002,7.335002128362366
40,Desert background,Autumn,20:00,2018.0,-11.7121,4.577773,-67.56287,0.058,0.0,0.0,0.046707563,384.23,451.74615,0.0,4.868422241601745,9.597986928030892,6.882431502867217,0.0,0.0,0.0,0.10004743774984036,9.124982634501738,6.142338303553479
